"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.457320100E2,-1.496045208E-1,-3.111509855E0,7.209850788E-1
4.457419730E2,-3.500771865E-2,-3.351950287E0,1.016064671E0
4.457519360E2,3.632706977E-2,-3.466689615E0,1.093128634E0
4.457618990E2,8.962224774E-2,-3.494483770E0,1.003419482E0
4.457718620E2,1.458542629E-1,-3.527200695E0,8.501863984E-1
4.457818250E2,1.752546479E-1,-3.533806880E0,7.272509551E-1
4.457917880E2,1.066511670E-1,-3.329782323E0,5.059104538E-1
4.458017510E2,-2.901300699E-2,-3.068695373E0,2.717271280E-1
4.458117130E2,-2.474522661E-1,-2.709508517E0,2.591591958E-1
4.458216760E2,-5.132870818E-1,-2.215728697E0,1.588711882E-1
4.458316390E2,-7.043406871E-1,-1.761085460E0,-1.129929109E-1
4.458416020E2,-7.019519533E-1,-1.489066556E0,-4.925637455E-1
4.458515650E2,-3.593980868E-1,-1.348098373E0,-8.828898025E-1
4.458615280E2,1.062344798E-1,-1.276727259E0,-1.125008823E0
4.458714910E2,5.926770676E-1,-1.107122921E0,-1.183482222E0
4.458814540E2,7.986547407E-1,-8.164402896E-1,-1.019969734E0
4.458914170E2,7.873644251E-1,-4.218725163E-1,-8.337568188E-1
4.459013800E2,7.131609195E-1,1.319535309E-1,-6.569241536E-1
4.459113430E2,7.125430881E-1,6.496338451E-1,-5.113330885E-1
4.459213060E2,8.409350069E-1,1.222448140E0,-5.266400027E-1
4.459312690E2,9.587356447E-1,1.859277168E0,-6.784569637E-1
4.459412320E2,8.785438594E-1,2.391563242E0,-9.095577836E-1
4.459511950E2,7.032857763E-1,2.611782247E0,-1.088578477E0
4.459611580E2,5.787158900E-1,2.636303131E0,-1.271951838E0
4.459711210E2,5.006162386E-1,2.630423171E0,-1.479429760E0
4.459810840E2,4.558072343E-1,2.734831054E0,-1.755807910E0
4.459910470E2,4.367445804E-1,2.795236300E0,-1.967585728E0
4.460010100E2,3.937164918E-1,2.822398371E0,-2.072616924E0
4.460109730E2,2.524686289E-1,3.184274361E0,-1.840032227E0
4.460209360E2,-1.408630796E-3,3.640298710E0,-1.280596361E0
4.460308990E2,-4.101492874E-2,3.813050603E0,-8.638161119E-1
4.460408610E2,5.898318490E-2,3.766121435E0,-5.986087024E-1
4.460508240E2,3.580562239E-1,3.367548319E0,6.184459662E-1
4.460607870E2,7.336325332E-1,2.474305437E0,1.645791231E0
4.460707500E2,1.037855928E0,1.502977082E0,1.577404682E0
4.460807130E2,8.689348376E-1,8.587302768E-1,1.754921325E0
4.460906760E2,4.881002369E-1,3.607872391E-1,2.465823466E0
4.461006390E2,1.406472808E-2,9.406064987E-2,2.692765599E0
4.461106020E2,-6.493536904E-1,4.943294585E-2,2.781288936E0
4.461205650E2,-1.468842499E0,1.293813407E-1,2.823628625E0
4.461305280E2,-2.262824510E0,3.577624744E-1,2.416937234E0
4.461404910E2,-2.769324656E0,9.738812488E-1,1.842178301E0
4.461504540E2,-3.051055493E0,1.500704269E0,1.183460222E0
4.461604170E2,-2.680180345E0,1.905402929E0,4.522435391E-1
4.461703800E2,-1.892596942E0,1.940803726E0,6.919595003E-2
4.461803430E2,-8.035729069E-1,1.229242605E0,1.684268542E-1
4.461903060E2,-3.260165337E-2,4.970454901E-1,2.848099807E-1
4.462002690E2,5.944492125E-1,-1.740710253E-1,2.433578995E-1
4.462102320E2,8.571752098E-1,-9.900780362E-1,2.306270492E-1
4.462201950E2,8.134454188E-1,-1.871617132E0,4.184454632E-1
4.462301580E2,6.363866857E-1,-2.484642729E0,7.786630373E-1
4.462401210E2,3.570505394E-1,-2.980001298E0,1.065911015E0
4.462500840E2,1.456241384E-1,-3.323769631E0,1.142264249E0
4.462600470E2,4.034045242E-2,-3.525172881E0,1.013810277E0
4.462700100E2,5.319619557E-2,-3.703906476E0,8.869056702E-1
4.462799720E2,1.363726190E-1,-3.676936778E0,8.088583513E-1
4.462899350E2,1.940025937E-1,-3.542651963E0,7.665853210E-1
4.462998980E2,2.227832287E-1,-3.337584847E0,6.835794170E-1
4.463098610E2,1.240911455E-1,-3.082579002E0,4.564089493E-1
4.463198240E2,5.526046369E-2,-2.669824634E0,2.042749639E-1
4.463297870E2,1.149366350E-1,-2.212910339E0,-4.171856806E-2
4.463397500E2,2.612755224E-2,-1.973403123E0,-3.486529510E-1
4.463497130E2,-2.144583285E-2,-1.885128293E0,-6.581273644E-1
4.463596760E2,-1.688252323E-1,-1.826112345E0,-9.940839636E-1
4.463696390E2,-3.869618979E-1,-1.660225668E0,-1.188027921E0
4.463796020E2,-7.904377216E-1,-1.475148429E0,-1.254674485E0
4.463895650E2,-1.175378931E0,-1.317743137E0,-1.213824667E0
4.463995280E2,-1.451429783E0,-1.201968268E0,-1.027766411E0
4.464094910E2,-1.546388565E0,-1.153381999E0,-9.269183131E-1
4.464194540E2,-1.359348123E0,-1.118401616E0,-8.304087031E-1
4.464294170E2,-1.044398743E0,-1.068337755E0,-6.859637654E-1
4.464393800E2,-7.815205716E-1,-9.320274639E-1,-6.900743580E-1
4.464493430E2,-5.076078274E-1,-6.155749834E-1,-7.996160960E-1
4.464593060E2,-2.613907126E-1,-2.554280144E-1,-9.631673225E-1
4.464692690E2,-1.966075100E-2,2.207838464E-1,-1.089992334E0
4.464792320E2,3.104407389E-1,9.333354861E-1,-1.200632106E0
4.464891950E2,5.700759711E-1,1.379191527E0,-1.587821789E0
4.464991580E2,7.060392302E-1,1.697530904E0,-2.137938509E0
4.465091210E2,6.864878221E-1,1.841605713E0,-2.746513206E0
4.465190830E2,7.833910228E-1,1.942017608E0,-3.113411955E0
4.465290460E2,9.958141547E-1,1.957519162E0,-3.293735115E0
4.465390090E2,1.197793721E0,2.174219313E0,-3.134575367E0
4.465489720E2,1.131956996E0,2.594420110E0,-2.505623124E0
4.465589350E2,9.882775323E-1,2.988016661E0,-1.901826625E0
4.465688980E2,8.736219656E-1,3.352498171E0,-1.443185355E0
4.465788610E2,6.389957133E-1,3.503190274E0,-8.184372599E-1
4.465888240E2,3.016265729E-1,3.707435855E0,-5.199694991E-2
4.465987870E2,5.582848415E-2,4.035928922E0,3.820931773E-1
4.466087500E2,5.006166771E-2,4.211540104E0,3.951184349E-1
4.466187130E2,2.752269790E-1,3.990637559E0,2.725681038E-1
4.466286760E2,3.399362142E-1,3.022937987E0,2.726907492E-1
4.466386390E2,3.215500832E-1,1.957520916E0,5.999196482E-1
4.466486020E2,6.248277636E-1,1.628990427E0,9.321103482E-1
4.466585650E2,8.647248423E-1,1.576632704E0,1.086765694E0
4.466685280E2,1.013164744E0,1.338183834E0,1.291092259E0
4.466784910E2,1.154785769E0,1.012193960E0,1.692566764E0
4.466884540E2,1.222109440E0,6.273606312E-1,2.003238687E0
4.466984170E2,1.395248712E0,2.573435622E-1,2.112720637E0
4.467083800E2,1.584960893E0,1.566141629E-1,2.180733403E0
4.467183430E2,1.702398711E0,2.269643533E-1,2.246882808E0
4.467283060E2,1.751501435E0,4.469453770E-1,2.341415913E0
4.467382690E2,1.607802310E0,6.632432395E-1,2.304044019E0
4.467482320E2,1.286123734E0,6.577988970E-1,1.948674663E0
4.467581950E2,7.583841625E-1,6.248141688E-1,1.305444689E0
4.467681570E2,3.930302480E-1,5.791561854E-1,8.157625973E-1
4.467781201E2,-3.210545316E-2,3.720109695E-1,4.920771841E-1
4.467880831E2,-3.205449468E-1,1.144346881E-1,2.637854397E-1
4.467980461E2,-5.113920723E-1,-2.726925033E-1,-1.075763427E-2
4.468080091E2,-6.185376213E-1,-9.904803246E-1,-3.464405107E-1
4.468179721E2,-4.740989694E-1,-1.565716537E0,-4.174338218E-1
4.468279351E2,-3.476850906E-1,-2.065267559E0,-1.015157767E-1
4.468378981E2,-2.821233313E-1,-2.538595573E0,2.943980256E-1
4.468478611E2,-1.857556625E-1,-2.822983677E0,6.354286194E-1
4.468578241E2,-7.844617210E-2,-3.016863315E0,8.003972840E-1
4.468677871E2,-2.341298237E-3,-3.294549340E0,8.602178085E-1
4.468777501E2,3.348079138E-2,-3.427441934E0,8.777032491E-1
4.468877131E2,1.156937398E-1,-3.418511481E0,8.495804807E-1
4.468976761E2,1.073263742E-1,-3.414801423E0,7.365000808E-1
4.469076391E2,7.442146048E-2,-3.358647687E0,5.774335226E-1
4.469176021E2,1.636036322E-2,-3.185919183E0,4.682731692E-1
4.469275651E2,-1.232746549E-2,-2.903818510E0,3.214495841E-1
4.469375281E2,-7.074502364E-2,-2.618173839E0,1.010785512E-1
4.469474911E2,-3.304963231E-2,-2.263955362E0,-1.318113705E-1
4.469574541E2,-2.963697799E-2,-1.863279587E0,-3.960576439E-1
4.469674171E2,-2.546915576E-2,-1.548180152E0,-6.994718568E-1
4.469773801E2,1.893547699E-2,-1.421913623E0,-8.681360348E-1
4.469873431E2,1.024247264E-1,-1.374952295E0,-1.041608890E0
4.469973061E2,2.506902348E-1,-1.329287295E0,-1.161147028E0
4.470072691E2,4.198250406E-1,-1.063307980E0,-1.068519092E0
4.470172321E2,5.730484763E-1,-7.344348443E-1,-8.601160669E-1
4.470271951E2,6.266961683E-1,-4.189956862E-1,-6.354426527E-1
4.470371571E2,7.184245100E-1,1.927131182E-1,-5.925965953E-1
4.470471201E2,7.198081805E-1,8.498343229E-1,-6.249901700E-1
4.470570831E2,6.318526085E-1,1.468790751E0,-7.344746053E-1
4.470670461E2,3.494615478E-1,1.784844452E0,-8.430538917E-1
4.470770091E2,1.469946892E-1,1.886681314E0,-9.149570294E-1
4.470869721E2,1.576273392E-1,1.880485019E0,-1.031155311E0
4.470969351E2,1.266535416E-1,1.713938191E0,-1.232142824E0
4.471068981E2,3.082715680E-1,1.956508763E0,-1.377716274E0
4.471168611E2,2.376158241E-1,2.117199605E0,-1.507412195E0
4.471268241E2,1.169467616E-1,2.386072707E0,-1.562926830E0
4.471367871E2,5.735553933E-2,3.144999198E0,-1.169044423E0
4.471467501E2,-1.441214222E-1,4.075742614E0,-8.135500109E-1
4.471567131E2,-1.518827239E-1,4.708345274E0,-8.013888987E-1
4.471666761E2,-1.138980964E-2,4.656503860E0,-4.622106298E-1
4.471766391E2,3.507785600E-1,4.099191118E0,2.978805542E-1
4.471866021E2,7.872591752E-1,3.417073651E0,6.510710907E-1
4.471965651E2,7.773175199E-1,2.669520578E0,8.755689423E-1
4.472065281E2,3.936319996E-1,1.910451999E0,1.456085336E0
4.472164911E2,-1.884064977E-1,1.216440711E0,2.045778350E0
4.472264541E2,-8.439571403E-1,8.645155120E-1,2.387246389E0
4.472364171E2,-1.592552041E0,8.124372858E-1,2.744634203E0
4.472463801E2,-2.275020487E0,6.987106955E-1,3.019240208E0
4.472563431E2,-2.726481814E0,6.872530764E-1,2.743660934E0
4.472663061E2,-3.168911679E0,6.259198773E-1,2.187065645E0
4.472762691E2,-3.281923447E0,5.773686916E-1,1.520938267E0
4.472862321E2,-2.717080953E0,6.883962071E-1,7.420945506E-1
4.472961951E2,-1.870793698E0,6.556401050E-1,3.058840768E-1
4.473061581E2,-1.009860775E0,5.726382941E-1,1.480761317E-1
4.473161201E2,-2.728512918E-1,2.763780034E-1,5.251150489E-2
4.473260831E2,2.758603786E-1,-2.150956750E-1,7.156421855E-2
4.473360461E2,6.767269919E-1,-7.816312301E-1,1.948294448E-1
4.473460091E2,8.704203958E-1,-1.294847195E0,4.890587783E-1
4.473559721E2,9.130063983E-1,-1.847558178E0,8.664835386E-1
4.473659351E2,7.869155782E-1,-2.256570913E0,1.099518325E0
4.473758981E2,4.692310893E-1,-2.683046942E0,1.068494461E0
4.473858611E2,1.703971648E-1,-3.041742632E0,8.367950320E-1
4.473958241E2,-8.566595768E-2,-3.133916970E0,5.938150088E-1
4.474057871E2,-2.854445315E-1,-3.107965273E0,4.412659764E-1
4.474157501E2,-4.664252663E-1,-3.227256659E0,3.883721367E-1
4.474257131E2,-5.506580623E-1,-3.256327261E0,3.137370336E-1
4.474356761E2,-6.709283081E-1,-3.297245491E0,2.089373875E-1
4.474456391E2,-7.078373221E-1,-3.274279967E0,4.405058384E-2
4.474556021E2,-6.786306261E-1,-3.181581134E0,-2.112493765E-1
4.474655651E2,-6.035420714E-1,-3.115727452E0,-4.185379954E-1
4.474755281E2,-5.914659265E-1,-3.032869483E0,-5.767249131E-1
4.474854911E2,-5.042988150E-1,-2.799380221E0,-7.131509793E-1
4.474954541E2,-4.235146337E-1,-2.486512669E0,-8.239147854E-1
4.475054171E2,-3.273963852E-1,-2.136813505E0,-9.944136735E-1
4.475153801E2,-2.119201618E-1,-1.806587908E0,-1.202793456E0
4.475253431E2,-1.947987469E-1,-1.542361588E0,-1.406008612E0
4.475353061E2,-2.502557502E-1,-1.293218161E0,-1.562219317E0
4.475452691E2,-4.745739826E-1,-9.819468981E-1,-1.536766241E0
4.475552321E2,-7.058350161E-1,-6.253450960E-1,-1.448328420E0
4.475651951E2,-8.968677177E-1,-1.812625158E-1,-1.420523740E0
4.475751581E2,-8.837207649E-1,2.934939730E-1,-1.396040279E0
4.475851211E2,-6.377521567E-1,7.921725905E-1,-1.467509626E0
4.475950841E2,-2.433411618E-1,1.364778140E0,-1.620903143E0
4.476050471E2,2.779785325E-1,1.839884877E0,-1.839682564E0
4.476150101E2,6.929100383E-1,2.018954687E0,-2.146034564E0
4.476249721E2,8.043779223E-1,1.924591736E0,-2.427443511E0
4.476349351E2,9.022991232E-1,1.880242360E0,-2.655649813E0
4.476448981E2,1.013754436E0,1.914760228E0,-2.955368732E0
4.476548611E2,1.119298505E0,2.244259601E0,-3.059198910E0
4.476648241E2,1.258744585E0,2.823856081E0,-2.876696784E0
4.476747871E2,1.380414764E0,3.495457331E0,-2.484728683E0
4.476847501E2,1.505808304E0,4.165618411E0,-2.021092429E0
4.476947131E2,1.440391994E0,4.384854500E0,-1.469526916E0
4.477046761E2,1.022107110E0,4.688906205E0,-6.641676843E-1
4.477146391E2,3.155622420E-1,4.899432281E0,2.478987010E-1
4.477246021E2,-2.735454659E-1,4.627750177E0,1.022078166E0
4.477345651E2,-5.923852184E-1,4.020353109E0,1.585026966E0
4.477445281E2,-6.390800594E-1,3.506159490E0,1.916074097E0
4.477544911E2,-3.283651592E-1,3.196020833E0,2.053431040E0
4.477644541E2,4.826730341E-3,2.645809534E0,1.964030621E0
4.477744166E2,3.960927272E-1,1.923554440E0,1.768292884E0
4.477843796E2,8.174810940E-1,1.225934250E0,1.740160614E0
4.477943426E2,1.096776712E0,6.875606400E-1,2.096624422E0
4.478043056E2,1.372139054E0,3.887193882E-1,2.544248368E0
4.478142686E2,1.613630522E0,3.271838754E-1,2.848150678E0
4.478242316E2,1.641065950E0,3.700995147E-1,2.965254035E0
4.478341946E2,1.449158140E0,4.881834501E-1,2.818252695E0
4.478441576E2,1.365891304E0,6.258684218E-1,2.386137757E0
4.478541206E2,9.586263017E-1,7.435067993E-1,1.835603838E0
4.478640836E2,6.604031007E-1,6.324728519E-1,1.382824256E0
4.478740466E2,4.049819568E-1,4.426155138E-1,1.034977197E0
4.478840096E2,-1.514173038E-1,2.355194145E-1,8.409665088E-1
4.478939726E2,-5.425945692E-1,1.691131711E-2,7.940589023E-1
4.479039356E2,-9.112754032E-1,-3.271090311E-1,6.135530162E-1
4.479138986E2,-1.034811575E0,-8.365704989E-1,3.709929693E-1
4.479238616E2,-8.290673518E-1,-1.392455935E0,2.938122077E-1
4.479338246E2,-5.515720917E-1,-1.924373635E0,3.490600634E-1
4.479437866E2,-2.796742250E-1,-2.326641607E0,5.224440408E-1
4.479537496E2,-1.598019187E-1,-2.696335325E0,8.213210336E-1
4.479637126E2,-1.023651579E-1,-3.031466736E0,1.008532580E0
4.479736756E2,-1.867533436E-1,-3.244526995E0,1.095115664E0
4.479836386E2,-1.887326992E-1,-3.256654120E0,1.091942819E0
4.479936016E2,-2.933443574E-1,-3.362683436E0,1.106299122E0
4.480035646E2,-3.154085333E-1,-3.386561126E0,1.090711395E0
4.480135276E2,-2.243896781E-1,-3.335701459E0,1.002710799E0
4.480234906E2,-8.393882722E-2,-3.144788114E0,8.333955339E-1
4.480334536E2,-7.356257759E-2,-2.980705887E0,6.262754611E-1
4.480434166E2,-1.385217813E-1,-2.698077795E0,5.162039653E-1
4.480533796E2,-1.482036741E-1,-2.297364598E0,4.759738791E-1
4.480633426E2,-1.902358722E-1,-1.857266310E0,2.891391861E-1
4.480733056E2,-2.517435376E-1,-1.391927932E0,-7.117128566E-2
4.480832686E2,-1.114174517E-1,-9.704085875E-1,-2.893658388E-1
4.480932316E2,1.942765175E-1,-5.841251493E-1,-4.457659205E-1
4.481031946E2,5.346923496E-1,-1.447104013E-1,-6.392538679E-1
4.481131576E2,7.861916198E-1,3.359295559E-1,-8.705593403E-1
4.481231206E2,1.010638235E0,1.024210573E0,-1.102580073E0
4.481330836E2,1.006870801E0,1.510011867E0,-1.361445812E0
4.481430466E2,8.045697109E-1,1.843529447E0,-1.312411062E0
4.481530096E2,5.814387922E-1,2.097777493E0,-9.328272899E-1
4.481629726E2,3.013352354E-1,2.221329160E0,-6.236980815E-1
4.481729356E2,1.704437050E-1,2.037680395E0,-5.051468074E-1
4.481828986E2,2.296296604E-1,1.903608418E0,-3.156069732E-1
4.481928616E2,4.598288396E-1,1.975608108E0,-9.133248523E-2
4.482028246E2,6.760025219E-1,1.895004825E0,9.170422196E-2
4.482127876E2,7.190207067E-1,2.059854206E0,2.214586151E-1
4.482227506E2,6.614568420E-1,2.493576690E0,2.122971976E-1
4.482327136E2,4.449614898E-1,2.932732991E0,-3.786539912E-2
4.482426766E2,2.575095501E-1,3.385961201E0,-3.884713201E-1
4.482526396E2,2.376596417E-1,3.602091833E0,-7.108834291E-1
4.482626026E2,3.106381555E-1,3.271994290E0,-8.418597440E-1
4.482725656E2,3.044595489E-1,2.796935501E0,-3.733246927E-1
4.482825286E2,1.355649175E-1,2.425679991E0,2.255085428E-1
4.482924906E2,-2.225012467E-1,2.006159225E0,8.843656397E-1
4.483024536E2,-7.350458052E-1,1.643925385E0,1.927756834E0
4.483124166E2,-1.012027022E0,1.388838848E0,2.568319309E0
4.483223796E2,-9.732654639E-1,1.017738875E0,2.551216203E0
4.483323426E2,-6.527483645E-1,4.198289144E-1,2.151542787E0
4.483423056E2,-3.068425451E-1,-4.699243498E-1,1.836153184E0
4.483522686E2,-1.303695385E-1,-1.236979641E0,1.864239554E0
4.483622316E2,-2.764588046E-1,-1.716706263E0,2.037979334E0
4.483721946E2,-4.797245025E-1,-1.766520447E0,1.720051016E0
4.483821576E2,-7.310404625E-1,-1.616289690E0,1.179796064E0
4.483921206E2,-8.925017479E-1,-1.160474671E0,7.158358745E-1
4.484020836E2,-8.268784466E-1,-5.700093859E-1,2.438674843E-1
4.484120466E2,-4.769568691E-1,-2.304873008E-1,5.687367395E-2
4.484220096E2,3.430853784E-4,-7.240841031E-2,6.393345594E-2
4.484319726E2,3.239220793E-1,-1.159473628E-1,1.382622381E-1
4.484419356E2,5.915689471E-1,-4.352398360E-1,1.251491261E-1
4.484518986E2,6.354408254E-1,-1.195347465E0,2.479795387E-1
4.484618616E2,7.126364243E-1,-1.996969156E0,4.213585460E-1
4.484718246E2,7.510073883E-1,-2.286815051E0,5.739942634E-1
4.484817876E2,5.719678377E-1,-2.303309462E0,7.479382579E-1
4.484917506E2,3.792385301E-1,-2.301589211E0,8.413792491E-1
4.485017136E2,2.323468981E-1,-2.193575935E0,8.473223591E-1
4.485116766E2,2.079269886E-1,-2.042035986E0,6.797269790E-1
4.485216396E2,1.439336352E-1,-1.915774720E0,4.043456335E-1
4.485316026E2,3.777791016E-2,-1.859221035E0,2.312291662E-1
4.485415656E2,-1.504828457E-2,-1.787451725E0,4.503262371E-2
4.485515286E2,-2.057905622E-2,-1.713941115E0,-2.605437434E-1
4.485614916E2,7.780524418E-3,-1.733236926E0,-6.310022771E-1
4.485714546E2,9.219661234E-2,-1.703207381E0,-1.005251999E0
4.485814176E2,1.517823894E-1,-1.663132904E0,-1.307404529E0
4.485913806E2,2.220525094E-1,-1.639245858E0,-1.535290550E0
4.486013436E2,2.127072153E-1,-1.546007327E0,-1.729616769E0
4.486113066E2,1.235733563E-1,-1.399761447E0,-1.718912856E0
4.486212696E2,-1.115776654E-3,-1.277154105E0,-1.620815434E0
4.486312326E2,-1.124227891E-1,-1.205459055E0,-1.457295564E0
4.486411956E2,-2.764980357E-1,-1.232173814E0,-1.302778358E0
4.486511586E2,-4.573531285E-1,-1.216393349E0,-1.002996144E0
4.486611216E2,-5.961234530E-1,-1.119995567E0,-6.628801274E-1
4.486710836E2,-6.798110327E-1,-9.533791566E-1,-4.312087655E-1
4.486810466E2,-8.076484162E-1,-7.107191223E-1,-2.628638455E-1
4.486910096E2,-9.430702230E-1,-4.246996450E-1,-2.242641091E-1
4.487009726E2,-9.918118818E-1,-9.195331335E-3,-3.564312096E-1
4.487109356E2,-1.041684904E0,3.407558477E-1,-5.855964549E-1
4.487208986E2,-7.981298800E-1,6.161830938E-1,-8.774202438E-1
4.487308616E2,-3.377948908E-1,8.369394583E-1,-1.309633634E0
4.487408246E2,6.917109936E-3,8.092411977E-1,-1.708754050E0
4.487507876E2,1.029903714E-1,4.802897090E-1,-1.861895990E0
4.487607506E2,2.715351932E-1,1.337112039E-1,-1.740740658E0
4.487707136E2,4.044699600E-1,-1.999163032E-3,-1.499333682E0
4.487806774E2,4.241899140E-1,2.469711864E-1,-1.109030868E0
4.487906404E2,3.942050998E-1,1.004860967E0,-6.467862511E-1
4.488006034E2,3.483917997E-1,2.056816578E0,-2.339706333E-1
4.488105664E2,3.163439416E-1,3.067775606E0,4.075392365E-2
4.488205294E2,4.416555472E-1,3.875524009E0,1.349619234E-1
4.488304924E2,4.932908468E-1,4.455513423E0,1.992276473E-1
4.488404554E2,5.658856371E-1,4.251611658E0,2.263223290E-2
4.488504184E2,6.221248882E-1,3.611119934E0,-1.386538553E-1
4.488603814E2,7.106289290E-1,3.002788482E0,3.853948076E-1
4.488703444E2,7.387075509E-1,2.447255048E0,9.768511958E-1
4.488803074E2,7.963276950E-1,2.073629662E0,1.121246871E0
4.488902704E2,9.296769563E-1,1.673641520E0,8.065542559E-1
4.489002334E2,1.277178810E0,1.168621597E0,1.583766599E-1
4.489101964E2,1.793363845E0,9.761230713E-1,-5.113039255E-2
4.489201594E2,1.889374833E0,6.273413354E-1,5.626190901E-3
4.489301224E2,2.097171137E0,6.822882056E-2,2.952808821E-1
4.489400854E2,2.118780253E0,-2.655741030E-1,8.672718894E-1
4.489500484E2,2.095055906E0,-3.069121635E-1,1.635333048E0
4.489600114E2,1.925630494E0,-3.508072114E-1,2.138585211E0
4.489699744E2,1.750359035E0,-2.017371261E-1,2.330420516E0
4.489799374E2,1.694402643E0,1.473124123E-1,2.086834867E0
4.489899004E2,1.301357193E0,2.798915952E-1,1.269076031E0
4.489998634E2,7.292161312E-1,2.504765922E-1,5.219680774E-1
4.490098264E2,3.391822889E-1,1.963015544E-1,2.428488994E-1
4.490197894E2,7.567905039E-3,7.223708689E-2,2.052628510E-1
4.490297524E2,-3.287330221E-1,-2.991634333E-1,1.085477114E-2
4.490397154E2,-2.122199412E-1,-7.318012583E-1,-2.506582944E-1
4.490496784E2,1.370574193E-1,-1.229279442E0,-4.630760177E-1
4.490596414E2,4.179684035E-1,-1.662738801E0,-4.008104070E-1
4.490696044E2,4.580593991E-1,-2.023638307E0,-6.713319853E-2
4.490795674E2,4.284347002E-1,-2.290004708E0,4.618246405E-1
4.490895294E2,3.206352132E-1,-2.489359093E0,8.229007320E-1
4.490994924E2,1.733452396E-1,-2.618228803E0,9.567132390E-1
4.491094554E2,2.463746242E-2,-2.708995131E0,9.854148817E-1
4.491194184E2,-6.277000621E-2,-2.758561394E0,9.415208571E-1
4.491293814E2,-1.174734861E-1,-2.635211456E0,8.565678303E-1
4.491393444E2,-1.766845114E-1,-2.452052688E0,7.403359274E-1
4.491493074E2,-2.173907802E-1,-2.180904434E0,5.996764771E-1
4.491592704E2,-2.467842217E-1,-1.886304168E0,3.681746113E-1
4.491692334E2,-3.358112229E-1,-1.631355041E0,-1.118817937E-1
4.491791964E2,-1.536757909E-1,-1.371592485E0,-4.666592646E-1
4.491891594E2,-1.299251318E-2,-1.198204415E0,-7.334349704E-1
4.491991224E2,2.360691259E-1,-1.105020847E0,-9.347918813E-1
4.492090854E2,4.603173745E-1,-9.886548239E-1,-1.063544208E0
4.492190484E2,6.180637045E-1,-8.696774340E-1,-1.110802574E0
4.492290114E2,7.387104745E-1,-7.492926192E-1,-1.065100883E0
4.492389744E2,8.086544296E-1,-6.434334576E-1,-8.983182657E-1
4.492489374E2,8.135387550E-1,-6.272015870E-1,-5.980729513E-1
4.492589004E2,7.939313599E-1,-4.486194348E-1,-3.263214111E-1
4.492688634E2,7.263801585E-1,-9.248833358E-2,-2.115243419E-1
4.492788264E2,6.188587066E-1,2.812072188E-1,-2.595496436E-1
4.492887894E2,5.227541259E-1,6.860275000E-1,-2.596678305E-1
4.492987524E2,5.151771212E-1,1.175289177E0,-5.276912590E-1
4.493087154E2,4.991810029E-1,1.591980475E0,-8.539789756E-1
4.493186784E2,6.077066411E-1,1.853933398E0,-1.112252830E0
4.493286414E2,8.113590592E-1,1.867546300E0,-1.371906627E0
4.493386044E2,1.087388569E0,1.826664323E0,-1.669788058E0
4.493485674E2,1.305421446E0,1.938698729E0,-1.843863323E0
4.493585304E2,1.362701794E0,2.397929690E0,-1.767240093E0
4.493684934E2,1.247399964E0,3.072599559E0,-1.425459960E0
4.493784564E2,1.152811018E0,3.863670534E0,-1.015154990E0
4.493884194E2,1.148353539E0,4.185518240E0,-8.141980286E-1
4.493983824E2,8.132376234E-1,3.732617474E0,-3.535191500E-1
4.494083454E2,2.482775092E-1,3.025077483E0,3.055345595E-1
4.494183084E2,4.265549300E-2,2.404763331E0,4.165942347E-1
4.494282714E2,-1.591839959E-1,1.652719012E0,7.694947493E-1
4.494382344E2,-5.018319478E-1,1.173588806E0,1.461022725E0
4.494481974E2,-8.426588392E-1,1.000607117E0,2.059555414E0
4.494581604E2,-1.144051597E0,9.588515657E-1,2.382514676E0
4.494681234E2,-1.285235542E0,8.680910844E-1,2.364924936E0
4.494780864E2,-1.298380668E0,5.900957412E-1,2.269316089E0
4.494880494E2,-1.403476475E0,1.837855893E-1,1.953112700E0
4.494980124E2,-1.622832724E0,-2.511905372E-2,1.493627823E0
4.495079754E2,-1.960504458E0,-1.106883770E-1,1.198721309E0
4.495179384E2,-2.161089098E0,2.746793872E-1,7.611940420E-1
4.495279014E2,-2.144877107E0,8.160941344E-1,4.870696286E-1
4.495378644E2,-1.868663265E0,1.079895362E0,5.030008793E-1
4.495478264E2,-1.292071230E0,1.077050691E0,5.295226800E-1
4.495577894E2,-7.299184549E-1,6.039606589E-1,5.516193811E-1
4.495677524E2,-3.175274546E-1,-9.373671412E-3,7.479688096E-1
4.495777154E2,-6.767506183E-2,-6.264660072E-1,8.627075529E-1
4.495876784E2,9.550016128E-2,-1.168657265E0,7.892219393E-1
4.495976414E2,1.484755605E-1,-1.588597276E0,8.301188274E-1
4.496076044E2,6.488794995E-2,-1.949013802E0,8.414355285E-1
4.496175674E2,-1.460287017E-1,-2.335926985E0,7.321626163E-1
4.496275304E2,-2.956422766E-1,-2.634026810E0,5.655625784E-1
4.496374934E2,-3.936132885E-1,-2.850567332E0,4.531134586E-1
4.496474564E2,-3.863755319E-1,-2.820319685E0,4.129433063E-1
4.496574194E2,-3.927719472E-1,-2.744376048E0,2.732883346E-1
4.496673824E2,-3.575919915E-1,-2.668519535E0,8.750460550E-2
4.496773454E2,-2.274709049E-1,-2.521536906E0,-1.639804121E-1
4.496873084E2,-7.904552998E-2,-2.439767103E0,-3.924510813E-1
