"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.208621275E2,5.710417850E-1,-2.619116995E0,-1.399938910E-1
1.208720905E2,6.350627299E-1,-2.225760180E0,-4.829016602E-1
1.208820535E2,4.451595642E-1,-2.059967058E0,-9.341557773E-1
1.208920155E2,3.902760632E-2,-1.659404134E0,-1.371116083E0
1.209019785E2,-2.261332813E-1,-1.030979310E0,-1.752250610E0
1.209119415E2,-5.037554990E-1,-7.005011129E-1,-2.022378817E0
1.209219045E2,-5.934028898E-1,-5.487857473E-1,-2.230268383E0
1.209318675E2,-5.943533181E-1,-5.849782580E-1,-2.344729968E0
1.209418305E2,-3.712032132E-1,-6.137278479E-1,-2.066303247E0
1.209517935E2,-1.599400592E-1,-5.942572045E-1,-1.700481409E0
1.209617565E2,-1.160036788E-1,-3.916628766E-1,-1.405163105E0
1.209717195E2,-9.476600681E-2,4.907568097E-3,-1.273790202E0
1.209816825E2,-1.155832640E-1,3.774810398E-1,-1.120700668E0
1.209916455E2,-1.842344728E-1,9.409345275E-1,-1.130362607E0
1.210016085E2,-1.229393171E-1,1.694232489E0,-1.383263966E0
1.210115715E2,2.406516619E-2,2.394552923E0,-1.949513154E0
1.210215345E2,2.088217588E-1,2.844250000E0,-2.449860567E0
1.210314975E2,4.429955097E-1,2.892447429E0,-2.732387502E0
1.210414605E2,6.249060432E-1,2.808209517E0,-2.937176875E0
1.210514235E2,7.855688182E-1,2.599847496E0,-3.112525517E0
1.210613865E2,9.852035780E-1,2.473300885E0,-3.289289185E0
1.210713495E2,1.211343985E0,2.859416508E0,-3.081258116E0
1.210813125E2,1.425428092E0,3.622556503E0,-2.455717138E0
1.210912755E2,1.502437384E0,4.143145223E0,-1.779838796E0
1.211012385E2,1.215898601E0,4.311416395E0,-7.116131616E-1
1.211112015E2,6.861874945E-1,4.142296207E0,8.680625792E-1
1.211211645E2,3.607103482E-1,4.911551220E0,2.547835343E0
1.211311275E2,1.410653201E-1,5.195870327E0,3.469606791E0
1.211410905E2,-1.683623886E-1,4.066116343E0,3.516046547E0
1.211510535E2,-2.963019522E-1,3.270494480E0,2.940841910E0
1.211610165E2,-4.048647201E-1,2.594496709E0,2.526481311E0
1.211709795E2,-3.485022390E-1,2.358261010E0,2.548780253E0
1.211809425E2,1.562987056E-1,2.558010668E0,2.644521393E0
1.211909055E2,9.160712895E-1,2.446508943E0,2.321932844E0
1.212008685E2,1.603014171E0,1.664911042E0,1.773330699E0
1.212108315E2,2.011722851E0,9.510291606E-1,1.253891104E0
1.212207935E2,2.481059555E0,3.164717764E-1,9.253711398E-1
1.212307565E2,2.238339295E0,-3.775149536E-1,5.675247578E-1
1.212407195E2,1.318151273E0,-4.072807896E-1,1.265327235E-1
1.212506825E2,5.737024873E-1,-3.799643523E-1,1.233389012E-1
1.212606455E2,-2.515444399E-1,-9.739712960E-1,3.171412826E-1
1.212706085E2,-8.302150141E-1,-1.346493897E0,5.824706065E-1
1.212805715E2,-9.773765682E-1,-1.822759552E0,7.040996356E-1
1.212905345E2,-1.062609530E0,-2.603998434E0,6.570878756E-1
1.213004975E2,-7.480854616E-1,-3.094286297E0,6.274109173E-1
1.213104605E2,-5.924997508E-1,-3.515975795E0,6.755251698E-1
1.213204235E2,-5.615576012E-1,-3.899038002E0,8.182664482E-1
1.213303865E2,-5.322296485E-1,-4.115121272E0,9.514704792E-1
1.213403495E2,-4.996374878E-1,-4.163269585E0,1.046394178E0
1.213503125E2,-5.582038575E-1,-4.165787981E0,1.027608244E0
1.213602755E2,-5.766206134E-1,-4.129061034E0,1.030672404E0
1.213702385E2,-4.308821985E-1,-3.903292437E0,9.319514501E-1
1.213802015E2,-2.905133548E-1,-3.643596539E0,7.058549698E-1
1.213901645E2,-6.903873302E-2,-3.282965421E0,4.935085825E-1
1.214001275E2,9.856863387E-2,-2.831422378E0,2.889787531E-1
1.214100905E2,1.236142319E-1,-2.448511029E0,3.526104927E-2
1.214200535E2,1.746212848E-1,-2.068915637E0,-2.305989826E-1
1.214300165E2,1.995196061E-1,-1.728197211E0,-4.436328562E-1
1.214399795E2,3.884251271E-1,-1.440527065E0,-7.379397384E-1
1.214499425E2,6.468803912E-1,-1.245054646E0,-1.132875740E0
1.214599055E2,9.643653439E-1,-1.039320948E0,-1.485183274E0
1.214698686E2,1.310458969E0,-8.829190385E-1,-1.703847066E0
1.214798316E2,1.430840714E0,-6.593326217E-1,-1.685873749E0
1.214897946E2,1.328709737E0,-2.684322220E-1,-1.378168849E0
1.214997576E2,1.054570047E0,1.829833513E-1,-9.837577808E-1
1.215097206E2,8.359110792E-1,6.927365953E-1,-7.698970377E-1
1.215196836E2,7.534729399E-1,1.327816136E0,-8.310648338E-1
1.215296466E2,6.385751523E-1,1.807550944E0,-9.734022888E-1
1.215396096E2,5.930192393E-1,2.407455974E0,-1.080128008E0
1.215495716E2,4.724606892E-1,2.751903169E0,-1.157403567E0
1.215595346E2,5.125617347E-1,2.805542602E0,-1.331630859E0
1.215694976E2,8.177558400E-1,2.477452993E0,-1.799941378E0
1.215794606E2,1.133504608E0,2.059467705E0,-2.330147012E0
1.215894236E2,9.549039643E-1,1.939415597E0,-2.313428653E0
1.215993866E2,4.469064199E-1,2.441368071E0,-1.608112797E0
1.216093496E2,-7.641296731E-3,3.533682334E0,-3.340957229E-1
1.216193126E2,-2.960170100E-1,4.479699846E0,7.529869632E-1
1.216292756E2,-6.705676811E-1,5.074451140E0,1.186650317E0
1.216392386E2,-1.382303561E0,4.682598814E0,2.475233097E0
1.216492016E2,-1.713861592E0,4.058902633E0,3.652004836E0
1.216591646E2,-1.428828102E0,3.152233958E0,2.621401502E0
1.216691276E2,-1.405067064E0,1.928331615E0,1.833682151E0
1.216790906E2,-1.568590151E0,1.070279031E0,2.326543812E0
1.216890536E2,-1.807574333E0,7.308838302E-1,2.596359047E0
1.216990166E2,-2.108266813E0,1.131355537E0,2.427818903E0
1.217089796E2,-2.549781296E0,1.655849027E0,2.318457405E0
1.217189426E2,-3.063136133E0,1.998266069E0,2.295497728E0
1.217289056E2,-3.105778999E0,2.305559471E0,2.225466503E0
1.217388686E2,-2.594553719E0,2.479008352E0,1.641493674E0
1.217488316E2,-1.410560377E0,2.235043219E0,1.145946679E0
1.217587946E2,-2.405446579E-1,1.352811229E0,9.783235247E-1
1.217687576E2,4.503950880E-1,4.724959552E-1,3.932321231E-1
1.217787206E2,7.399743502E-1,-3.146433520E-1,6.646880865E-2
1.217886836E2,7.352753084E-1,-1.237252706E0,1.270133646E-1
1.217986466E2,3.680267499E-1,-2.044501757E0,2.160464323E-1
1.218086096E2,-1.134664805E-1,-2.717191758E0,2.959557970E-1
1.218185726E2,-4.002764831E-1,-3.290877873E0,5.025063510E-1
1.218285356E2,-5.662102307E-1,-3.685701170E0,7.109876557E-1
1.218384986E2,-6.787804610E-1,-4.043146725E0,7.916605206E-1
1.218484616E2,-6.418152407E-1,-4.330130408E0,7.582273109E-1
1.218584246E2,-4.283637662E-1,-4.408537477E0,6.982464266E-1
1.218683866E2,-1.799345035E-1,-4.378495068E0,6.610838628E-1
1.218783496E2,6.629306328E-2,-4.206186978E0,5.627746260E-1
1.218883126E2,2.582414753E-1,-3.906341760E0,4.329268236E-1
1.218982756E2,4.344403389E-1,-3.597278405E0,2.185174656E-1
1.219082386E2,5.896490139E-1,-3.352774159E0,-9.826976806E-3
1.219182016E2,6.163664040E-1,-3.076783826E0,-2.491815801E-1
1.219281646E2,5.370103320E-1,-2.628847931E0,-5.251514478E-1
1.219381276E2,3.515893861E-1,-2.300992211E0,-7.978923368E-1
1.219480906E2,-6.888356254E-2,-1.936192027E0,-1.102917019E0
1.219580536E2,-4.223696758E-1,-1.547063334E0,-1.470895164E0
1.219680166E2,-7.656281318E-1,-1.240157602E0,-1.760152245E0
1.219779796E2,-9.002030426E-1,-9.237723649E-1,-1.952349054E0
1.219879426E2,-9.146751937E-1,-7.077557534E-1,-2.055733674E0
1.219979056E2,-8.453951168E-1,-4.937874216E-1,-1.943053004E0
1.220078686E2,-7.364078410E-1,-1.939211529E-1,-1.682972506E0
1.220178316E2,-5.988507771E-1,1.085442030E-1,-1.362145139E0
1.220277946E2,-5.016916877E-1,4.824245274E-1,-1.184955574E0
1.220377576E2,-4.077459356E-1,9.178631687E-1,-1.126813274E0
1.220477206E2,-3.957158741E-1,1.327744800E0,-1.020719200E0
1.220576836E2,-1.434804395E-1,1.770328154E0,-1.047964740E0
1.220676466E2,2.123706532E-1,2.215134619E0,-1.427559110E0
1.220776096E2,4.273848327E-1,2.652280063E0,-2.012397766E0
1.220875726E2,2.409376638E-1,2.662720851E0,-2.369377152E0
1.220975356E2,3.277357064E-2,2.760768133E0,-2.581252180E0
1.221074986E2,-9.191545263E-2,3.262873803E0,-2.600473148E0
1.221174616E2,2.190176949E-2,4.042292447E0,-2.246730634E0
1.221274246E2,4.900552169E-1,4.513179249E0,-1.918583722E0
1.221373876E2,1.011457065E0,4.099116858E0,-1.529969730E0
1.221473506E2,9.968698695E-1,3.882420800E0,-2.501263440E-1
1.221573136E2,4.460729724E-1,3.305288921E0,1.301718989E0
1.221672766E2,1.557940909E-1,2.450248237E0,2.064830772E0
1.221772396E2,2.991727889E-2,2.195326592E0,2.603825941E0
1.221872026E2,9.901207209E-2,2.391705329E0,3.261237752E0
1.221971646E2,2.450066681E-1,2.016348583E0,3.200597448E0
1.222071276E2,4.965224567E-1,1.721947707E0,2.931908534E0
1.222170906E2,7.577522247E-1,1.704007865E0,2.814858971E0
1.222270536E2,8.650096017E-1,1.813023938E0,2.782160171E0
1.222370166E2,1.467057344E0,2.099663220E0,2.656965437E0
1.222469796E2,1.898350163E0,2.071381992E0,2.227916779E0
1.222569426E2,2.443073265E0,1.925354798E0,1.690354178E0
1.222669056E2,2.788872775E0,1.556115409E0,1.219665012E0
1.222768686E2,2.539746889E0,1.186626928E0,9.829708917E-1
1.222868316E2,1.964009717E0,1.170395642E0,9.095706475E-1
1.222967946E2,1.217742301E0,1.071023381E0,9.074060082E-1
1.223067576E2,5.121250208E-1,5.415772998E-1,8.174957120E-1
1.223167206E2,-1.825705379E-2,-4.595385253E-2,6.681496382E-1
1.223266836E2,-4.503453867E-1,-6.240195322E-1,6.305719221E-1
1.223366466E2,-7.258259887E-1,-1.298957788E0,5.397096992E-1
1.223466096E2,-7.412149832E-1,-1.868615171E0,4.649002759E-1
1.223565726E2,-5.783489042E-1,-2.171400955E0,4.807453533E-1
1.223665356E2,-4.368941595E-1,-2.567640447E0,8.019867034E-1
1.223764986E2,-2.784635590E-1,-2.919774976E0,1.160392956E0
1.223864616E2,-1.391065029E-1,-3.167251947E0,1.348016219E0
1.223964246E2,-1.184574994E-1,-3.368288577E0,1.410308947E0
1.224063876E2,-1.118639597E-1,-3.531461561E0,1.337999500E0
1.224163506E2,-1.203820373E-1,-3.489040596E0,1.329228969E0
1.224263136E2,-1.445479949E-1,-3.418299812E0,1.261780167E0
1.224362766E2,-8.316714093E-2,-3.258348058E0,1.130768331E0
1.224462396E2,2.015827596E-2,-2.977869403E0,9.828442995E-1
1.224562026E2,-4.715121612E-3,-2.698221052E0,7.623355646E-1
1.224661664E2,-6.011953644E-2,-2.380266421E0,5.699269402E-1
1.224761294E2,-5.858683504E-2,-2.089092039E0,3.411557972E-1
1.224860924E2,-1.502210366E-1,-1.794755482E0,6.041343212E-3
1.224960554E2,-9.879981816E-2,-1.516454329E0,-3.262980223E-1
1.225060184E2,3.631822586E-2,-1.340643758E0,-5.737195905E-1
1.225159804E2,2.607603827E-1,-1.330143912E0,-7.617037730E-1
1.225259434E2,5.381087315E-1,-1.342930019E0,-9.180548112E-1
1.225359064E2,7.226095815E-1,-1.260284303E0,-9.201516227E-1
1.225458694E2,7.062909528E-1,-1.125617080E0,-7.598199463E-1
1.225558324E2,5.782705149E-1,-8.529117125E-1,-4.539333844E-1
1.225657954E2,5.086463660E-1,-4.647022015E-1,-2.379290521E-1
1.225757584E2,5.126927123E-1,8.971967697E-3,-1.492405316E-1
1.225857214E2,5.891214854E-1,5.234737355E-1,-2.296328764E-1
1.225956844E2,7.227405591E-1,1.054450618E0,-2.868247850E-1
1.226056474E2,6.372396483E-1,1.580215293E0,-3.387188239E-1
1.226156104E2,5.742484711E-1,1.846480536E0,-4.824479163E-1
1.226255734E2,6.089809686E-1,1.987497252E0,-7.434290314E-1
1.226355364E2,9.265332008E-1,1.837428462E0,-1.129093834E0
1.226454994E2,1.144141059E0,1.563010445E0,-1.565360441E0
1.226554624E2,1.130777759E0,1.433182962E0,-1.794617926E0
1.226654254E2,8.759556625E-1,1.557461438E0,-1.718032411E0
1.226753884E2,3.231346055E-1,1.992100180E0,-1.346862710E0
1.226853514E2,-2.197024404E-1,2.940288763E0,-5.493866949E-1
1.226953144E2,-6.546941717E-1,4.056137484E0,2.852819972E-1
1.227052774E2,-7.974369118E-1,5.204072801E0,4.765761423E-1
1.227152404E2,-7.555017044E-1,5.626055830E0,3.806104696E-1
1.227252034E2,-5.249092269E-1,4.635752676E0,1.273392738E0
1.227351664E2,1.585980684E-1,3.368931186E0,1.722784005E0
1.227451294E2,6.237713910E-1,2.229008308E0,1.096701721E0
1.227550924E2,6.853047842E-1,8.254619586E-1,1.415017709E0
1.227650554E2,3.814241462E-1,-3.158180577E-1,2.231349826E0
1.227750184E2,-2.141656023E-1,-8.724139309E-1,2.905076830E0
1.227849814E2,-7.703259310E-1,-1.012914922E0,3.358040746E0
1.227949444E2,-1.392048969E0,-9.344113737E-1,3.320087639E0
1.228049074E2,-1.967730739E0,-7.098116344E-1,3.023726192E0
1.228148704E2,-2.471379782E0,3.605744004E-2,2.790826037E0
1.228248334E2,-2.969783581E0,6.148715633E-1,2.265982007E0
1.228347964E2,-2.509238457E0,1.165623729E0,1.639428291E0
1.228447584E2,-1.054306630E0,1.324870309E0,1.193578244E0
1.228547214E2,2.506628991E-1,9.357556486E-1,8.962254010E-1
1.228646844E2,1.068833307E0,4.738168412E-1,4.570710003E-1
1.228746474E2,1.516242076E0,-5.993980765E-2,-1.824926238E-1
1.228846104E2,1.374556585E0,-5.158232385E-1,-2.508303487E-1
1.228945734E2,9.235443234E-1,-9.741180611E-1,7.690740421E-2
1.229045364E2,4.990631085E-1,-1.223128756E0,2.867394157E-1
1.229144994E2,1.476152615E-1,-1.547283189E0,3.812592182E-1
1.229244624E2,-2.714061890E-2,-1.922349329E0,4.844371390E-1
1.229344254E2,1.822496720E-2,-2.004409153E0,4.796681499E-1
1.229443884E2,1.744285459E-1,-2.031524447E0,3.992011070E-1
1.229543514E2,3.417547714E-1,-2.079666327E0,3.123233230E-1
1.229643144E2,5.166320546E-1,-2.060068799E0,1.360147145E-1
1.229742774E2,6.881279661E-1,-1.957211013E0,-1.325005379E-1
1.229842404E2,9.039918190E-1,-1.723983707E0,-4.065802932E-1
1.229942034E2,8.392043772E-1,-1.570848638E0,-6.965839170E-1
1.230041664E2,8.485755636E-1,-1.380247534E0,-8.524348721E-1
1.230141294E2,7.375776496E-1,-1.161231886E0,-9.429487471E-1
1.230240924E2,6.088922006E-1,-1.045070515E0,-9.393174800E-1
1.230340554E2,4.240870761E-1,-1.037434636E0,-8.923633151E-1
1.230440184E2,2.391903696E-1,-1.129253463E0,-7.688576952E-1
1.230539814E2,1.151229054E-1,-1.169260697E0,-6.459579930E-1
1.230639444E2,-8.763514459E-3,-1.216704420E0,-4.871278815E-1
1.230739074E2,5.300866440E-4,-1.255756804E0,-3.846367161E-1
1.230838704E2,-8.456363875E-2,-1.343416507E0,-2.324313538E-1
1.230938334E2,-2.277232488E-1,-1.381781259E0,-1.299124141E-1
1.231037964E2,-3.805356252E-1,-1.243569453E0,2.341517508E-3
1.231137594E2,-4.415816895E-1,-8.725384766E-1,1.188445120E-1
1.231237224E2,-4.101774272E-1,-4.738045621E-1,4.755774379E-2
1.231336854E2,-2.492954181E-1,-1.530918002E-2,-4.991051719E-2
1.231436484E2,2.155941501E-3,4.990025532E-1,-1.776663320E-1
1.231536114E2,5.294657428E-1,9.797050756E-1,-3.675151916E-1
1.231635734E2,8.997872324E-1,1.257280589E0,-7.547689752E-1
1.231735364E2,8.769934702E-1,1.282170432E0,-9.843998051E-1
1.231834994E2,6.964174906E-1,1.310814187E0,-8.963758206E-1
1.231934624E2,2.911914126E-1,1.374481010E0,-8.724921374E-1
1.232034254E2,-8.366466589E-2,1.408436961E0,-9.394122049E-1
1.232133884E2,-2.643337624E-1,1.442801632E0,-1.026154626E0
1.232233514E2,-2.420625950E-1,1.737056327E0,-1.120446972E0
1.232333144E2,-2.448273048E-2,2.162499738E0,-1.059202212E0
1.232432774E2,2.831052250E-1,2.561021399E0,-8.796505912E-1
1.232532404E2,5.793723131E-1,2.782671218E0,-1.021431391E0
1.232632034E2,6.228476040E-1,2.669589576E0,-7.080416822E-1
1.232731664E2,5.606115217E-1,2.577671930E0,-1.528288217E-1
1.232831294E2,4.804002213E-1,2.392224562E0,2.192577231E-1
1.232930924E2,6.759417839E-1,1.990095754E0,6.521107256E-1
1.233030554E2,8.837265390E-1,1.294906837E0,8.373047630E-1
1.233130184E2,1.093083903E0,5.706829852E-1,9.218182254E-1
1.233229814E2,1.278014231E0,2.469495517E-1,1.235805374E0
1.233329444E2,1.484779524E0,-7.560859144E-2,1.386455523E0
1.233429074E2,1.876334373E0,-5.423304212E-1,1.575492350E0
1.233528704E2,1.902615269E0,-8.371604830E-1,1.967121605E0
1.233628334E2,2.019400976E0,-1.038816918E0,2.337335726E0
1.233727964E2,2.276974772E0,-9.726451474E-1,2.510521336E0
1.233827594E2,2.373002572E0,-7.301482505E-1,2.407419283E0
1.233927224E2,2.222205950E0,-3.597686541E-1,2.250649438E0
1.234026854E2,2.225188761E0,3.325779319E-1,2.182013505E0
1.234126484E2,1.998035981E0,1.000867903E0,1.935275184E0
1.234226114E2,1.442026145E0,1.433616825E0,1.558744901E0
1.234325744E2,8.820752122E-1,1.612348081E0,1.297142666E0
1.234425374E2,4.819396470E-1,1.525378350E0,9.782649064E-1
1.234525004E2,1.586079173E-1,1.381675424E0,5.260213673E-1
1.234624624E2,2.057342827E-3,1.204460936E0,3.969383807E-1
1.234724252E2,-2.002525181E-3,8.340228671E-1,5.565286303E-1
1.234823882E2,1.713772130E-1,1.980288219E-1,6.545513535E-1
1.234923512E2,3.565710311E-1,-4.943013918E-1,5.160121036E-1
1.235023142E2,6.045713275E-1,-8.814391083E-1,2.789250505E-1
1.235122772E2,6.627538276E-1,-1.334035234E0,1.156133406E-1
1.235222402E2,6.294580275E-1,-1.724290102E0,1.404362328E-1
1.235322032E2,5.312792567E-1,-1.992759746E0,3.193455367E-1
1.235421662E2,4.474062107E-1,-2.180688672E0,5.970523198E-1
1.235521292E2,3.863247342E-1,-2.280748565E0,9.859423006E-1
1.235620922E2,3.795433893E-1,-2.160280720E0,1.313150296E0
1.235720552E2,4.055091929E-1,-1.916102164E0,1.487730467E0
1.235820182E2,4.229166097E-1,-1.712975155E0,1.459104985E0
1.235919812E2,4.414004624E-1,-1.475529082E0,1.329707272E0
1.236019442E2,5.709726051E-1,-1.212222530E0,1.133977282E0
1.236119072E2,5.381707851E-1,-9.867153025E-1,8.268978886E-1
1.236218702E2,5.326711499E-1,-7.512672240E-1,7.086160250E-1
1.236318332E2,3.368425621E-1,-6.162170076E-1,5.016513419E-1
1.236417962E2,3.278736276E-1,-5.570285672E-1,2.142232704E-1
1.236517592E2,1.898285771E-1,-6.484626478E-1,-1.329329395E-1
1.236617222E2,2.955083754E-1,-6.456051135E-1,-3.547950125E-1
1.236716852E2,3.770767779E-1,-6.903597021E-1,-4.857176793E-1
1.236816482E2,4.397445675E-1,-8.220185333E-1,-5.848244762E-1
1.236916112E2,6.526529087E-1,-1.003906701E0,-6.184975679E-1
1.237015742E2,8.672037694E-1,-9.740432167E-1,-4.746196640E-1
1.237115372E2,9.061330694E-1,-8.441695404E-1,-2.436919217E-1
1.237215002E2,9.458836839E-1,-5.767687672E-1,5.687016562E-2
1.237314632E2,1.007891506E0,-1.801731795E-1,2.218435080E-1
1.237414262E2,9.974613154E-1,3.682126182E-1,1.709879346E-1
1.237513892E2,9.793979506E-1,8.041494423E-1,1.130655625E-1
1.237613512E2,9.714368934E-1,1.226666906E0,9.111467645E-2
1.237713142E2,9.330314308E-1,1.495624793E0,-7.030925989E-2
1.237812772E2,8.908953716E-1,1.420981577E0,-3.476216483E-1
1.237912402E2,8.652637363E-1,1.269518226E0,-5.261301255E-1
1.238012032E2,7.338132852E-1,1.105309115E0,-7.688561603E-1
1.238111662E2,5.514965165E-1,9.024961013E-1,-9.935190495E-1
1.238211292E2,2.469287210E-1,8.204146421E-1,-1.001245633E0
1.238310922E2,-2.523505152E-1,1.077652954E0,-6.990052490E-1
1.238410552E2,-6.804248442E-1,1.600091148E0,-2.852388740E-1
1.238510182E2,-1.073889686E0,2.271071423E0,1.321144755E-1
1.238609812E2,-1.307531122E0,2.894992722E0,2.148803513E-1
1.238709442E2,-1.212877345E0,3.376578759E0,3.697092131E-2
1.238809072E2,-1.021070106E0,3.662549704E0,9.898064330E-2
1.238908702E2,-4.035014052E-1,3.519304615E0,4.206466475E-1
1.239008332E2,3.329054490E-1,3.164377456E0,7.335144925E-1
1.239107962E2,8.537002096E-1,2.451421189E0,8.896374893E-1
1.239207592E2,1.045088860E0,1.445979593E0,7.968024158E-1
1.239307222E2,8.885551697E-1,4.113334948E-1,7.696665113E-1
1.239406852E2,5.015596503E-1,-5.791626173E-1,1.194144254E0
1.239506482E2,7.268454507E-3,-1.324301375E0,1.654580620E0
1.239606112E2,-3.881325471E-1,-1.731213205E0,1.969682394E0
1.239705742E2,-9.113447658E-1,-1.801716008E0,2.192436898E0
1.239805372E2,-1.294077117E0,-1.490816628E0,2.253480514E0
1.239905002E2,-1.382977745E0,-8.916758287E-1,2.010271572E0
1.240004632E2,-1.111199600E0,-3.371229726E-1,1.632470105E0
1.240104262E2,-5.917681545E-1,6.684010684E-2,1.160370591E0
1.240203892E2,-1.032215923E-1,3.297484642E-1,6.093067682E-1
1.240303522E2,1.381876861E-1,4.044425511E-1,1.801551993E-1
1.240403152E2,1.918611423E-1,2.405041659E-1,4.282851577E-2
1.240502772E2,6.497024037E-3,-3.816477656E-2,-5.682894275E-2
1.240602402E2,-1.138747806E-1,-3.905197459E-1,-1.793762040E-1
1.240702032E2,-1.648519396E-1,-7.319883692E-1,-1.265043645E-1
1.240801662E2,-3.397859408E-1,-9.842401761E-1,5.693682387E-2
1.240901292E2,-5.757599764E-1,-1.114498599E0,3.594936888E-1
1.241000922E2,-7.221247011E-1,-1.099404597E0,6.704123645E-1
1.241100552E2,-8.473119803E-1,-9.862153655E-1,7.297078089E-1
1.241200182E2,-9.352532997E-1,-9.373940384E-1,6.205230434E-1
1.241299812E2,-9.599304501E-1,-1.038309379E0,4.196302553E-1
1.241399442E2,-9.622569110E-1,-1.054479269E0,8.158970833E-2
1.241499072E2,-9.129142316E-1,-9.052103788E-1,-2.606232655E-1
1.241598702E2,-8.508992471E-1,-7.715272415E-1,-4.714995897E-1
1.241698332E2,-8.815351488E-1,-6.983756500E-1,-5.043482240E-1
1.241797962E2,-9.801318493E-1,-6.708136296E-1,-5.213587976E-1
1.241897592E2,-1.062091833E0,-7.075353134E-1,-4.814784479E-1
1.241997222E2,-1.075412301E0,-7.790865219E-1,-5.055572820E-1
1.242096852E2,-1.053204576E0,-8.268699682E-1,-5.563252933E-1
1.242196482E2,-9.746109813E-1,-8.830786675E-1,-6.737325597E-1
1.242296112E2,-9.358991978E-1,-9.722890520E-1,-7.878947675E-1
1.242395742E2,-8.917984740E-1,-1.053099911E0,-8.561950703E-1
1.242495372E2,-9.403274404E-1,-1.182705200E0,-8.802823828E-1
1.242595002E2,-9.857222991E-1,-1.263779769E0,-8.010261521E-1
1.242694632E2,-9.512851225E-1,-1.334751518E0,-7.522723603E-1
1.242794262E2,-9.451433533E-1,-1.411923655E0,-7.482972769E-1
1.242893892E2,-1.015295981E0,-1.482000781E0,-7.087584047E-1
1.242993522E2,-1.161840946E0,-1.450573751E0,-6.788664150E-1
1.243093152E2,-1.259127724E0,-1.278587843E0,-6.588161664E-1
1.243192782E2,-1.365625840E0,-1.118499849E0,-6.154473679E-1
1.243292412E2,-1.470586431E0,-8.869577104E-1,-4.932980096E-1
1.243392032E2,-1.520861084E0,-5.643405104E-1,-4.592517194E-1
1.243491662E2,-1.595902495E0,-2.821603149E-1,-4.279707237E-1
1.243591292E2,-1.533945106E0,-4.480312049E-2,-4.998128311E-1
1.243690922E2,-1.485997060E0,1.482479668E-1,-6.981796221E-1
1.243790552E2,-1.390179468E0,2.249488181E-1,-9.330226600E-1
1.243890182E2,-1.233452746E0,2.320561087E-1,-1.122623159E0
1.243989812E2,-1.052378803E0,2.480540907E-1,-1.288163828E0
1.244089442E2,-9.293974594E-1,2.237518930E-1,-1.462613168E0
1.244189072E2,-8.679849574E-1,2.840431184E-1,-1.578679083E0
1.244288702E2,-8.329141619E-1,4.716720825E-1,-1.850691701E0
1.244388332E2,-8.419324688E-1,6.367495054E-1,-1.941731679E0
1.244487962E2,-7.841571542E-1,8.642091179E-1,-2.038340546E0
1.244587592E2,-7.805986849E-1,1.168879459E0,-2.036254113E0
1.244687219E2,-9.125458570E-1,1.436791279E0,-2.108505964E0
1.244786849E2,-1.063152591E0,1.806424186E0,-2.094950803E0
1.244886479E2,-1.144130168E0,2.492255804E0,-1.590717477E0
1.244986109E2,-1.068510102E0,3.544452320E0,-1.135206513E0
1.245085739E2,-8.585843888E-1,4.190776641E0,-9.515102403E-1
1.245185369E2,-8.848635301E-1,4.030985686E0,-5.929437737E-1
1.245284999E2,-1.085205584E0,3.838928041E0,1.773929746E-1
1.245384629E2,-1.148423413E0,3.756589889E0,2.406690574E-1
1.245484259E2,-7.383059934E-1,2.951245860E0,1.348449790E-1
1.245583889E2,-2.832578738E-1,1.961298802E0,7.531307316E-1
1.245683519E2,3.740346909E-2,1.354950725E0,1.289146014E0
1.245783149E2,4.714228084E-1,9.486902744E-1,1.328410944E0
1.245882779E2,1.046359241E0,4.743389976E-1,1.222757897E0
1.245982409E2,1.445634900E0,-8.484309912E-3,1.164966502E0
1.246082029E2,1.778697274E0,-5.785439819E-1,1.101157007E0
1.246181659E2,1.997676669E0,-1.194787302E0,1.472082003E0
1.246281289E2,2.079349116E0,-1.465620975E0,1.912202071E0
1.246380919E2,2.326380821E0,-1.436735145E0,2.310373045E0
1.246480549E2,2.326561938E0,-1.361201983E0,2.467132072E0
1.246580179E2,2.195958968E0,-1.096742359E0,2.326299545E0
1.246679809E2,1.812524440E0,-4.608442086E-1,2.041053508E0
1.246779439E2,1.293124605E0,2.932261705E-2,1.320379793E0
1.246879069E2,9.210353563E-1,5.383361882E-1,4.596474297E-1
1.246978699E2,3.912547410E-1,8.126401842E-1,-1.388981228E-1
1.247078329E2,-5.475559317E-2,8.625292128E-1,-4.749843840E-1
1.247177959E2,-2.071589568E-1,6.732033867E-1,-3.929046790E-1
1.247277589E2,-3.097240895E-2,2.209908378E-1,-1.227199003E-1
1.247377219E2,3.452828351E-1,-4.005640930E-1,-4.399459675E-2
1.247476849E2,4.859528104E-1,-9.018371201E-1,1.482140529E-1
1.247576479E2,5.044585171E-1,-1.206979916E0,3.745271726E-1
1.247676109E2,4.428029902E-1,-1.563054299E0,5.663614543E-1
1.247775739E2,5.425988084E-1,-1.788500131E0,7.120832777E-1
1.247875369E2,5.634857205E-1,-1.913673230E0,6.712698586E-1
1.247974999E2,5.531824880E-1,-2.008443732E0,6.321916008E-1
1.248074629E2,4.957479930E-1,-1.914562007E0,7.041218551E-1
1.248174259E2,3.779491825E-1,-1.890896571E0,6.953757361E-1
